Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
206,2,0.25,0.25,0.22,0.38
206,9,0.25,0.22,0.18,0.38
206,6,0.25,0.21,0.18,0.32
206,5,0.22,0.2,0.18,0.32
206,0,0.21,0.2,0.17,0.32
206,7,0.19,0.2,0.15,0.32
206,3,0.19,0.2,0.13,0.3
206,4,0.18,0.2,0.12,0.3
206,8,0.17,0.17,0.12,0.3
207,9,0.39,0.25,0.26,0.41
207,1,0.33,0.25,0.26,0.39
208,0,0.28,0.29,0.3,0.33
208,1,0.28,0.26,0.27,0.33
208,4,0.28,0.24,0.27,0.33
208,9,0.28,0.23,0.27,0.29
208,7,0.2,0.23,0.27,0.26
208,6,0.2,0.23,0.26,0.25
208,3,0.19,0.23,0.26,0.25
208,2,0.18,0.2,0.25,0.25
208,8,0.13,0.13,0.23,0.25
208,5,0.1,0.13,0.23,0.21
209,4,0.14,0.22,0.14,0.3
209,1,0.14,0.12,0.14,0.25
209,2,0.14,0.11,0.14,0.25
215,4,0.33,0.28,0.28,0.4
215,9,0.33,0.28,0.24,0.32
215,3,0.3,0.28,0.24,0.3
215,2,0.28,0.28,0.24,0.3
215,6,0.28,0.19,0.24,0.3
215,7,0.26,0.19,0.21,0.3
215,5,0.22,0.19,0.21,0.28
215,8,0.22,0.19,0.16,0.27
215,0,0.21,0.19,0.16,0.21
215,1,0.1,0.18,0.12,0.12
216,9,0.41,0.37,0.31,0.46
216,3,0.36,0.37,0.31,0.43
